"New Store","New Store"
"Edit Store View","Edit Store View"
"New Store View","New Store View"
"Store Information","Store Information"
"Web Site","Web Site"
Name,Name
"Root Category","Root Category"
"Default Store View","Default Store View"
"Store View Information","Store View Information"
Code,Code
Status,Status
Disabled,Disabled
Enabled,Enabled
"Sort Order","Sort Order"
"Web Site Information","Web Site Information"
"Default Store","Default Store"
"Set as Default","Set as Default"
Stores,Stores
"Create Website","Create Website"
"Create Store","Create Store"
"Create Store View","Create Store View"
Home,Home
Reset,Reset
"Are you sure you want to do this?","Are you sure you want to do this?"
"Add New Image","Add New Image"
"Export block for grid %1 is not defined","Export block for grid %1 is not defined"
"Reset Filter","Reset Filter"
Search,Search
Any,Any
"All Countries","All Countries"
From,From
To,To
"Date selector","Date selector"
"[ deleted ]","[ deleted ]"
"Select All","Select All"
" [deleted]"," [deleted]"
"We couldn't find any records.","We couldn't find any records."
"Add New","Add New"
"Invalid export type supplied for grid export block","Invalid export type supplied for grid export block"
Export,Export
"Please correct the column format and try again.","Please correct the column format and try again."
"Please select items.","Please select items."
Submit,Submit
"Unknown block type","Unknown block type"
"Please correct the tab configuration and try again. Tab Id should be not empry","Please correct the tab configuration and try again. Tab Id should be not empry"
"Please correct the tab configuration and try again.","Please correct the tab configuration and try again."
"You have logged out.","You have logged out."
"Specified cache type(s) don't exist: %1","Specified cache type(s) don't exist: %1"
"The image cache was cleaned.","The image cache was cleaned."
"An error occurred while clearing the image cache.","An error occurred while clearing the image cache."
"The JavaScript/CSS cache has been cleaned.","The JavaScript/CSS cache has been cleaned."
"An error occurred while clearing the JavaScript/CSS cache.","An error occurred while clearing the JavaScript/CSS cache."
"The static files cache has been cleaned.","The static files cache has been cleaned."
"You flushed the cache storage.","You flushed the cache storage."
"The Magento cache storage has been flushed.","The Magento cache storage has been flushed."
"Cache Management","Quản lý Cache"
"%1 cache type(s) disabled.","%1 cache type(s) disabled."
"An error occurred while disabling cache.","An error occurred while disabling cache."
"%1 cache type(s) enabled.","%1 cache type(s) enabled."
"An error occurred while enabling cache.","An error occurred while enabling cache."
"%1 cache type(s) refreshed.","%1 cache type(s) refreshed."
"An error occurred while refreshing cache.","An error occurred while refreshing cache."
Dashboard,Dashboard
"We updated lifetime statistic.","We updated lifetime statistic."
"We can't refresh lifetime statistics.","We can't refresh lifetime statistics."
"invalid request","invalid request"
"see error log for details","see error log for details"
"Service unavailable: %1","Service unavailable: %1"
Error,Error
"Access Denied.","Access Denied."
"You need more permissions to do this.","You need more permissions to do this."
"No search modules were registered","No search modules were registered"
"Please make sure that all global admin search modules are installed and activated.","Please make sure that all global admin search modules are installed and activated."
"You have entered an invalid password for current user.","You have entered an invalid password for current user."
"You saved the account.","You saved the account."
"An error occurred while saving account.","An error occurred while saving account."
"You deleted the design change.","You deleted the design change."
"You can\'t delete the design change.","You can\'t delete the design change."
"Store Design","Store Design"
"Edit Store Design Change","Edit Store Design Change"
"You saved the design change.","You saved the design change."
System,System
"Manage Stores","Manage Stores"
"The database was backed up.","The database was backed up."
"We can't create a backup right now. Please try again later.","We can't create a backup right now. Please try again later."
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1."
"Something went wrong. Please try again.","Something went wrong. Please try again."
"This store cannot be deleted.","This store cannot be deleted."
"You deleted the store.","You deleted the store."
"Unable to delete store. Please, try again later.","Unable to delete store. Please, try again later."
"This store view cannot be deleted.","This store view cannot be deleted."
"Store View","Store View"
"You deleted the store view.","You deleted the store view."
"Unable to delete store view. Please, try again later.","Unable to delete store view. Please, try again later."
"This website cannot be deleted.","This website cannot be deleted."
"You deleted the website.","You deleted the website."
"Unable to delete website. Please, try again later.","Unable to delete website. Please, try again later."
"The website does not exist.","The website does not exist."
"Before modifying the website code please make sure it is not used in index.php.","Before modifying the website code please make sure it is not used in index.php."
"The store does not exist","The store does not exist"
"Store view doesn\'t exist","Store view doesn\'t exist"
"Before modifying the store view code please make sure it is not used in index.php.","Before modifying the store view code please make sure it is not used in index.php."
"New ","New "
"You saved the website.","You saved the website."
"You saved the store.","You saved the store."
"You saved the store view.","You saved the store view."
"Something went wrong while saving. Please review the error log.","Something went wrong while saving. Please review the error log."
"Last 24 Hours","Last 24 Hours"
"Last 7 Days","Last 7 Days"
"Current Month","Current Month"
YTD,YTD
2YTD,2YTD
"Authentication storage is incorrect.","Authentication storage is incorrect."
"You did not sign in correctly or your account is temporarily disabled.","You did not sign in correctly or your account is temporarily disabled."
"Authentication error occurred.","Authentication error occurred."
Order,Order
"Order #%1","Order #%1"
"Access denied","Access denied"
"Please try to sign out and sign in again.","Please try to sign out and sign in again."
"If you continue to receive this message, please contact the store owner.","If you continue to receive this message, please contact the store owner."
"You need more permissions to access this.","You need more permissions to access this."
"Welcome, please sign in","Welcome, please sign in"
"Username: (demo)","Username: (demo)"
"user name","user name"
"Password: (demo123)","Password: (demo123)"
password,password
"Sign in","Sign in"
"Select Range:","Select Range:"
"No Data Found","No Data Found"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Chart is disabled. To enable the chart, click <a href=""%1"">here</a>."
"Last Orders","Last Orders"
"Last Search Terms","Last Search Terms"
"Top Search Terms","Top Search Terms"
"There are no search keywords.","There are no search keywords."
"View Statistics For:","View Statistics For:"
"All Websites","All Websites"
"Reload Data","Reload Data"
"Browse Files...","Browse Files..."
Magento,Magento
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","Copyright&copy; %1 Magento Commerce Inc. All rights reserved."
"ver. %1","ver. %1"
"Magento Admin Panel","Magento Admin Panel"
"Account Setting","Account Setting"
"Sign Out","Sign Out"
"About the calendar","About the calendar"
